abaissé;descendu
attaqués;affaiblis
atteignait;grimpait
atteignant;augmentant
atteignent;progressent
atteindra;arrivera
atteindre;viser
atteint;franchi
atteinte;entrave
atteintes;victimes
atteints;malades
atteler;songer
attend;impatiemment
attendait;impatientait
attendant;enfin
attendent;arriveront
attendons;annoncerons
attendre;impatiemment
attendrir;irriter
attendu;impatiemment
attendue;encourageante
attendus;satisfaisants
attentat;fusillade
attentats;massacres
attente;impatiemment
attentes;besoins
attentif;circonspect
attentifs;discrets
attention;importance
attentionné;chaleureux
attentive;minutieuse
attentivement;examiner
atterrer;estomaquer
atterrir;envoler
attester;justifier
attifé;seyant
attifer;marmotter
attique;pithos
attirant;suscitant
attire;retient
attirent;retiennent
attirer;dissuader
attiser;provoquer
attitude;position
attitudes;croyances
attractif;avantageux
attraction;repulsion
attrait;potentiel
attraper;ramasser
attrayant;surprenant
attribue;identifie
attribué;obtenu
attribuée;obtenue
attribuer;associer
attribués;obtenus
attribut;doctype
attribution;octroi
attristé;inquiet
attrister;scandaliser
attroupement;bousculade
atypique;surprenant
au courant;mouveau
aubaine;aberration
aubergine;courgettes
aucun;nullement
aucune;certaine
aucunement;cependant
aucuns;nombreux
audace;effronterie
audacieuse;surprenante
audacieux;inventifs
au-dehors;sourdement
au-dessus;surplombant
au-devant;accourant
audience;comparution
audiovisuelle;musicale
audiovisuelles;infographiques
audiovisuels;musicaux
audit;certification
auditeur;analyste
auditeurs;journalistes
audition;interrogatoire
auditions;castings
auditoire;interlocuteur
auditrice;enseignante
augmentant;accroitre
augmentation;progression
augmentations;importantes
augmente;diminuant
augmenté;diminue
augmentent;diminueront
augmenter;tripler
augure;prometteur
auguste;empreur
aumône;offrande
aumônier;confesseur
auparavant;depuis
auquel;lorsque
aurais;eusse
aurait;avoir
aurifère;orpailleur
aurore;brume
auspices;radieux
aussi;effectivement
aussitôt;soudainement
austère;monotone
austérité;anticrise
austral;polaire
australien;canadien
australienne;anglaise
australiens;argentins
austraux;patagoniens
autant;tellement
autel;encensoir
auteur;essayiste
auteurs;artistes
authentifier;connecter
authentique;chaleureuse
autobiographie;romanesque
autobiographique;roman
autobus;trolleybus
autocar;microbus
autochtone;innue
autocratie;monarchie
autocritique;lucide
autocuiseur;cocote
autodafé;iconoclasme
autodéfense;milice
autographe;manuscrites
automate;horloge
automates;algorithmes
automatique;manuelle
automatiques;manuelles
automatisation;maintenance
automatiser;programmer
automnal;printaniers
automne;hiver
automobile;industrie
automobiles;motocyclettes
automobiliste;chauffards
automobilistes;covoitureurs
autonome;distincte
autonomes;intelligents
autopompe;ambulance
autoportrait;aquarelle
autopsie;cadavre
autorisant;permettant
autorisation;permission
autorisations;demandes
autorise;oblige
autorisé;interdite
autorisée;proscrite
autorisées;proscrites
autoriser;contraindre
autorisés;admis
autoritaire;dirigiste
autoritaires;centralisatrices
autorité;omnipotence
autorités;responsables
autoroute;highway
autoroutes;highways
autos;camionettes
auto-stop;couchsurfing
autour;gravitera
autre;seule
autre côté;avecelle
autrefois;primitivement
autrement;aussi
autres;multitudes
autrichien;bavarois
autrichienne;roumaine
autrichiens;belges
autruche;volaille
autrui;humain
auvent;toiture
auxiliaire;ambulancier
auxiliaires;infirmiers
auxquels;ajoutent
avaient;furent
avais;voulais
avait;auraient
avalanche;cascade
avaler;vomir
avancé;technologiquement
avancées;novatrices
avancement;projet
avancent;abandonnent
avancer;appuyer
avances;compensations
avancés;intelligents
avant;jours
avantage;aspect
avantages;inconvnients
avantageux;profitable
avant-garde;intelligentsia
avant-gardiste;visionnaire
avant-hier;mercredi
avant-propos;livre
avant-scène;coulisse
avant-toit;brisis
avare;friand
avarie;cargaison
avarier;malfaire
avatar;profil
avatars;visages
aveline;athanase
avelinier;marcoux
avenant;contrat
avènement;popularisation
avenir;incertain
aventure;histoire
aventures;escapades
aventureux;ambitieux
aventurier;voyageur
aventuriers;mercenaires
avenues;commercantes
avéré;apparu
averse;drache
aversion;fascination
averti;vigilant
avertir;signaler
avertis;prudents
avertissement;notifiant
avertit;indique
aveuglant;incandescent
aveugle;idiot
aveuglement;inconscience
aveugler;mystifier
aveugles;infirmes
aveux;faits
aviateur;spationaute
aviation;aeronautique
aviatrice;nageuse
avide;soucieux
avide de;soucieu
avides;voraces
avidité;gloutonnerie
aviez;aurais
avilir;corrompre
avion;aeronef
avions;bombardiers
aviron;triathlon
avisé;vigilant
aviser;indiquer
avisés;attentifs
avitaminose;aphtose
avive;attisent
avocat;magistrat
avocats;juges
avoine;porridge
avoir;auraient
avoisiner;chuter
avons;pourrions
avortement;contraception
avorter;accouchement
avoue;aimerais
avoué;appris
avouent;disent
avouer;surtout
axiome;lemme
ayant;jamais
azerbaïdjanais;tadjik
azerbaïdjanaise;ukrainienne
azéri;tadjik
azéris;kurdes
azimut;inclinaison
azimuts;acabits
azote;nitrates
azoté;engrais
azoteux;autocatalytiques
azotique;acide
babiller;caqueter
babouche;djelaba
baccara;canasta
bachelier;cursus
bacheliers;etudiants
bâclé;ennuyeux
bacon;fromage
bactérie;toxine
bactérien;biofilm
bactériologie;biochimie
bactériologique;microbienne
badaud;alpaguer
badge;vigik
badigeonnage;refixage
badigeonner;enduisez
baffe;tronche
bafouiller;monologuer
bâfrer;grignotter
bagage;balluchon
bagages;malles
bagarre;confrontation
bagarrer;friter
bagarres;beuveries
bagatelle;rondelette
bague;bijou
baguette;boule
bahut;armoire
baigner;doucher
baigner dans;rejointer
baignoire;hydromassante
bâiller;gigoter
bailleur;syndic
bailleurs;partenaires
bains;douches
bains publics;minceurgrossessejeunessemaison
baïonnette;mousquet
baiser;sodomi
baisse;lahausse
baisser;chuter
bakchich;racket
bakélite;nichrome
baklava;dolma
balade;promener
balader;randonner
balafre;entaille
balai;karcher
balalaïka;bandoura
balance;penche
balancer;catapulter
balancier;rotatif
balançoire;trampo
balayé;envahi
balayer;ramasser
balbutier;bafouillant
balcon;loggia
baldaquin;capitonnage
baleine;phoques
balèze;fortiche
balise;noindex
balistique;antimissile
balivernes;conneries
balkanique;albanophone
ballade;escapade
ballast;ecumeur
ballastages;diamantcrayons
balle;crosse
ballerine;sandale
balles;chevrotine
ballet;tango
ballets;entrechats
ballon;dribblant
ballons;pompons
ballot;roubignoles
ballottage;repechage
balnéaire;bauloise
balnéothérapie;thermale
balourd;simplet
balsamique;framboise
balte;nordique
baltes;lituaniennes
baltique;russe
balustrade;porche
bambin;adolescent
bambins;loulous
bambou;bananier
bamboula;ragougnasse
banal;saugrenu
banale;troublante
banalement;souvent
banaliser;occulter
banalité;effarante
banane;compote
bananeraie;cacaoculture
bananier;goyavier
banco;bolon
bancs;gradins
bandage;jambe
bande;velpeau
bander;peloter
banderole;tribune
banderoles;slogans
bandes;petites
bandit;escroc
banditisme;gangster
bangladais;bhoutanais
banian;badamier
banjo;mandolin
bank-note;billa
banlieue;quartiers
banlieues;ghettos
bannière;drapeau
bannir;interdir
bannissement;reblocage
banqueroute;dettes
banqueroutier;persifflage
banques;institutions
banquet;convives
banqueter;festoyant
banquette;causeuse
banquier;millionnaire
banquiers;oligarques
baobab;acacia
baptême;communion
baptiser;fonder
baptiste;evangelique
baragouin;balbutier
baraque;grange
baraqué;moustachu
baraquement;hangars
barbare;pillard
barbarie;civilisation
barbe;moustaches
barbelés;poteaux
barbier;coiffeuse
barbouiller;crayonner
barbu;blond
barcarolle;passacaille
barème;abattement
barge;prame
barillet;calibre
barils;gallons
bariolé;flashy
barioler;chiffonner
barman;cuistot
barométrique;extratropicale
baron;chevalier
baronnage;sergenterie
baronnet;anobli
barons;fiefs
baroque;classicisme
barque;radeau
barrage;digue
barrages;fleuves
barre;verticale
barre fixe;confpasse
barreau;magistrat
barreaux;cachots
barrer;filer
barres;sangles
barricade;butte
barricader;replier
barricades;communardes
barrière;franchir
barrières;protections
barrique;cuverie
barriste;claqueur
barrot;chaumard
baryton;soprane
baryum;aluminosilicate
basalte;calcaire
basaltique;rocheux
bascule;survient
basculé;perdu
basculer;sombrer
basée;repose
baser;contenter
bases;structures
bas-fonds;faubourgs
basilique;abbatiale
basique;correct
basket;tennis
basket-ball;volley
basque;vascon
bas-relief;sculpture
basse;grondante
basses;harmoniques
bassesse;arrogance
bassin;fleuve
bassine;jatte
bassiner;jacter
bastaing;lambourdes
bastille;citadelle
bastion;remparts
bastos;kalachs
bataille;affrontement
batailles;guerre
bataillon;brigade
bataillons;brigades
bâtard;salaud
bateau;yacht
bateaux;rafiots
bâtiment;pavillon
bâtiments;pavillons
bâtir;constuire
bâtisse;imposante
bâton;maillet
bâtonnier;avocats
bâtons;gants
battage;andainage
battant;inclinant
battants;tambours
battent;cognent
batterie;guitare
batteries;accus
batteur;bassite
battre;bagarrer
battu;vaincu
battue;victorieuse
battus;vaincus
baudet;mouchet
baume;exfoliant
bavard;fanfaron
bavarde;gentille
bavarder;tchatcher
baver;bouffer
baver de;plairent
bavure;fliquette
bavures;violences
bazar;boxon
bazarder;virer
béatitude;divine
beaucoup;assez
beau-fils;cousin
beau-frère;cousin
beau-père;cousin
beauté;magnificence
beaux;premiers
bébés;mamans
bébête;poilante
bécane;supermot
bêcher;tondre
bécot;zozieau
bécoter;reluquer
becqueter;baffrer
bégayer;baragouiner
beige;bicolore
beigne;muffin
bêler;braire
belge;flamande
belges;francophones
belle;grande
belle-fille;gendre
belles;grosses
belle-sœur;tante
belvédère;panoramique
bénédiction;communion
bénéfice;surplus
bénéfice net;stylelook
bénéfices;substantiels
bénéficiaire;financeur
bénéficiaires;demandeurs
bénéficiait;apportait
bénéficiant;jouissant
bénéficie;disposera
bénéficié;souffert
bénéficient;offrent
bénéficier;offrir
bénéficiera;comportera
bénéficieront;disposent
bénéfique;efficace
bénéfiques;nuisibles
bénévole;stagiaire
bénévoles;sauveteurs
bénin;obstructif
béninois;congolais
benjamin;thomas
benoît;nicolas
bentonite;floculation
bercail;vadrouille
berceau;couffin
bercelonnette;preocuparon
bercer;enchanter
bercez;tendrez
béret;turban
berge;contrebas
berger;chevrier
bergerie;louve
berges;fleuves
bergsonien;kantien
berlinois;bruxellois
berne;faiblissante
berné;trahi
berner;arnaquer
besogne;harassante
besogner;crotter
besoin;apporter
besoins;grandissants
bestiaux;veaux
bestiole;insecte
bétail;bovin
bêtes;sauvages
bêtise;arrogance
béton;coffrage
bette;limace
betterave;chioggia
beurre;chocolat
beurrer;grigner
beuverie;bringue
bévue;maladresses
biais;utilisant
biaiser;mentir
bibelot;bijou
bibelots;meublants
biberonner;materner
bible;thora
bibliographie;chronologie
bibliothèques;libraries
biblique;yahviste
bicarbonate de sodium;colorantzinc
bicyclette;carriole
bidon;jerrican
bidonner;bavasser
bidonvilles;quartiers
biélorusse;letton
bien-aimé;adoptif
bien-être;relaxation
bienfait;miracle
bienheureux;martyr
biens;services
bienséance;pruderie
bienséant;sauroit
bientôt;certainement
bienveillance;empathie
bienveillant;sympathique
bienveillante;respectueuse
bière;bouteille
biffer;effacer
bifurcation;terminus
bigarré;disparate
bigarrer;disser
bigle;chassieux
bigleux;binocles
bijou;bague
bijouterie;joaillier
bijoux;bagues
bilan;rapport
bilans;reportings
bilatéral;concessionnel
bilatérales;intersectorielles
bilatéraux;internationaux
biler;chouter
bileux;pochetrons
bilingue;biculturel
billes;bombettes
billet;blogpost
billets;drams
binaire;codable
binôme;candidat
biographie;chronologie
biologie;science
biologiques;naturels
biologistes;scientifiques
biotechnologie;pharmaceutique
biotechnologies;nanosciences
bipède;plantigrade
bique;cochone
biquet;ptiot
biquette;chatoune
birman;saung
biscornu;tordu
biscotte;croquette
biscuit;muffin
bishop;apostle
bison;pronghorn
bisou;poutoux
bistrot;restau
bitos;diablos
bitumage;gravillonnage
bitume;asphalter
bitumé;goudronne
bitumer;repaver
biturer;tropicaliser
bivouac;camping
bizarre;illogique
bizarres;absurdes
black;manba
blafard;grisonnant
blague;insulte
blaguer;delirer
blair;bradley
blaireau;mouton
blâme;reprochant
blâmer;critiquer
blanc;beige
blanc de chaux;carboniqueglace
blanche;verte
blanches;brunes
blancheur;diaphane
blanchiment;polissage
blanchir;nettoyer
blanchisserie;repassage
blasé;cynique
blason;logotype
blasphémer;injurier
blatte;punaise
blême;rougeaude
blêmir;livide
blessant;mortellement
blesse;fracasse
blessé;meurtri
blessée;abattue
blessées;abattues
blesser;nuire
blessés;morts
blessure;foulure
blessures;commotions
bleue;grise
bleues;jaunes
bleus;verts
blindé;chars
blindés;camions
blini;zakouski
blinis;bagels
blocage;contournement
blocs;galets
blocus;boycott
blond;chatains
blonde;bombasse
bloque;perturbe
bloquées;suspendues
bloquent;retardent
bloquer;restreindre
bloqués;suspendus
blouse;chemisier
blouson;surpantalon
blues;groove
bluffer;duper
bluffeur;flambeur
bluffeuse;conspiratrice
blutoir;pressoir
bobine;diode
bobonne;mouflet
bocage;mayennais
bocal;poisson
boire;buvons
boisson;liqueur
boissons;limonades
boite;malle
boîte;pochette
boiter;claudiquer
boites;sachets
boiteux;unijambiste
bolivien;paraguayen
bombance;festoyait
bombardement;massacre
bombardements;torpillages
bombardier;biplan
bombardiers;squadrons
bombe;explosive
bombes;missiles
bonace;canaillerie
bonasse;gouine
bonbon;guimauve
bondé;exigu
bondir;grimper
bonds;sautillants
bongo;xylophone
bonheur;soulagement
bonhomie;modestie
bonhomme;fiston
bonjour;coucou
bonne;grande
bonnes;petites
bonnet;beanie
bonté;sagesse
bonus;extras
borde;longent
bordeaux;montpellier
bordel;bazarre
bordelais;dijonnais
bords;recouvrants
bordure;longe
bornage;cadastrage
borne;console
borné;inculte
borner;contentant
bornes;sanisettes
bosquet;jardin
bosse;traine
bosser;glander
bossu;gobbo
boston;baltimore
botanique;mycologie
botaniste;phycologue
botte;talon
bottes;baskets
bottin;dictionaire
boucan;brouhaha
bouche;gorge
bouchée;miette
boucher;argrom
boucherons;doncle
bouchers;abatteurs
bouches;ventilations
bouchon;robinet
boucle;ceinture
bouclée;interrompue
boucler;achever
bouclier;protecteur
boucliers;javelots
bouddhique;taoiste
bouddhiste;hindoue
bouder;grogner
boudin;canard
bouée;sauveteuse
boueux;pierreux
bouffe;barbaque
bouffée;sensation
bouffer;chier
bouffon;amuseur
bouge;vibre
bougent;gesticulent
bougeoir;photophores
bouger;secouer
bougie;photophore
bougies;lampions
bougonner;soliloquer
bouillant;refroidi
bouillie;ragougnasse
bouillir;infuser
bouillon;bovril
bouillonner;sourdre
boulanger;cafetier
boulangère;voisine
boulangerie;bakery
boule;pelote
bouleau;cornouiller
boules;quilles
boulet;racaillou
boulette;biscotte
boulevard;lavenue
boulevards;trottoires
bouleverse;modifie
bouleversement;renouveau
bouleversements;drames
bouleverser;changer
boulez;applatissez
boulonner;clouter
boulot;bosser
boulots;larcins
bouquet;feuillage
bouquin;ouvrage
bourbe;puante
bourbeux;limoneux
bourbon;vodka
bourde;lapsus
bourg;lotissement
bourgade;charmante
bourgeois;rentiers
